Account Number,Situs Address,SaleDate,SalePrice,RMVLAND,RMVIMPR,RMV,AV,Difference,Percent_Difference,Ratio
588830,4943 REGAL DR NE SALEM OR 97301,2024-09-27,330000.0,137040,180420,317460,164960,12540.0,3.9501039501039505,1.0395010395010396
609018,203 LOST LAKE ST NE SALEM OR 97301,2024-09-27,452840.0,137040,325750,462790,229760,-9950.0,-2.1500032412109165,0.9784999675878908
596550,5210 WOODSCAPE DR SE SALEM OR 97306,2024-09-30,499900.0,184500,383340,567840,322220,-67940.0,-11.964637926176387,0.8803536207382361
594290,5822 COBALT LOOP SE SALEM OR 97306,2024-09-27,425000.0,165000,275040,440040,233220,-15040.0,-3.417871102627034,0.9658212889737297
609023,163 LOST LAKE ST NE SALEM OR 97301,2024-09-27,422995.0,137040,297970,435010,215630,-12015.0,-2.7620054711385946,0.972379945288614
603829,1424 BREWSTER AVE SE SALEM OR 97302,2024-09-27,594500.0,187500,340300,527800,233880,66700.0,12.637362637362637,1.1263736263736264
582732,3052 BLUFF AVE SE SALEM OR 97302,2024-09-27,289900.0,184500,86840,271340,137980,18560.0,6.840126778211837,1.0684012677821184
607168,4873 FLIGHT AVE NE SALEM OR 97305,2024-09-27,540995.0,137040,410260,547300,272730,-6305.0,-1.152019002375297,0.9884798099762471
578747,4819 MEHAMA LOOP NE SALEM OR 97305,2024-09-27,499900.0,137040,387080,524120,270400,-24220.0,-4.6210791421811805,0.9537892085781882
609061,4842 PARSLEY AV NE SALEM OR 97301,2024-09-30,407645.0,137040,276290,413330,204610,-5685.0,-1.375414317857402,0.986245856821426
592938,1424 JORDAN DR S SALEM OR 97302,2024-09-30,520000.0,165000,223640,388640,235000,131360.0,33.79991766158913,1.3379991766158914
596215,4526 CHAPARRAL DR SE SALEM OR 97302,2024-09-30,394500.0,184500,176260,360760,172090,33740.0,9.35247810178512,1.0935247810178512
609059,4830 PARSLEY AVE NE SALEM OR 97301,2024-09-30,434880.0,137040,293050,430090,213130,4790.0,1.1137203841056522,1.0111372038410564
592145,4825 NEWTOWN AVE SE SALEM OR 97302,2024-09-30,383000.0,165000,209870,374870,196510,8130.0,2.168751833969109,1.0216875183396912
567271,2325 TOWNSEND WAY SE SALEM OR 97301,2024-09-30,373400.0,106050,246440,352490,152880,20910.0,5.932083179664671,1.0593208317966467
555030,4180 DURBIN AVE SE SALEM OR 97317,2024-09-30,375000.0,140840,191990,332830,159530,42170.0,12.670131899167744,1.1267013189916775
605188,587 SALEM HEIGHTS AVE S SALEM OR 97302,2024-09-30,764500.0,165000,671300,836300,429920,-71800.0,-8.585435848379767,0.9141456415162024
551196,4553 HAYESVILLE DR NE SALEM OR 97305,2024-09-30,407000.0,137040,308480,445520,213240,-38520.0,-8.646076494882385,0.9135392350511762
565307,856 SHORES ST NE SALEM OR 97301,2024-09-24,345000.0,137040,212000,349040,165200,-4040.0,-1.1574604629841854,0.9884253953701582
574021,3350 CRESTVIEW DR S SALEM OR 97302,2024-09-24,592000.0,168000,431940,599940,249140,-7940.0,-1.3234656799013236,0.9867653432009867
585746,3395 FERNDELL ST NE SALEM OR 97301,2024-10-02,399000.0,137040,232060,369100,169860,29900.0,8.100785694933622,1.0810078569493362
584866,2020 17TH ST NE SALEM OR 97301,2024-10-03,360000.0,137040,285630,422670,178860,-62670.0,-14.82717013272766,0.8517282986727234
591114,5320 ANACONDA DR S SALEM OR 97302,2024-10-02,429900.0,165000,346520,511520,294530,-81620.0,-15.956365342508603,0.840436346574914
553304,4427 WITTEN ST SE SALEM OR 97317,2024-10-03,365000.0,137040,260090,397130,162220,-32130.0,-8.090549694054843,0.9190945030594516
585840,3934 SENECA AVE SE SALEM OR 97302,2024-10-03,425000.0,208200,204960,413160,238840,11840.0,2.8657178816923223,1.0286571788169232
568382,1645 MILL ST SE SALEM OR 97301,2024-10-03,350000.0,137040,131500,268540,108960,81460.0,30.334400834140162,1.3033440083414016
578290,775 IRONWOOD DR SE SALEM OR 97306,2024-07-30,410000.0,165000,257420,422420,223890,-12420.0,-2.940201694995502,0.970597983050045
574935,924 CREEKSIDE DR SE SALEM OR 97306,2024-10-04,699900.0,145000,603590,748590,576690,-48690.0,-6.504227948543262,0.9349577205145674
593170,4665 CROISAN SCENIC WAY S SALEM OR 97302,2024-10-07,555000.0,165000,405560,570560,290120,-15560.0,-2.7271452607964104,0.9727285473920358
577138,2213 HAZEL AVE NE SALEM OR 97301,2024-10-07,267800.0,137040,246880,383920,185130,-116120.0,-30.24588455928318,0.6975411544071681
605117,5987 EVANGELISTA ST S SALEM OR 97306,2024-10-04,707500.0,165000,517170,682170,351550,25330.0,3.713150680915314,1.0371315068091531
574348,365 20TH ST NE SALEM OR 97301,2024-10-04,414000.0,137040,249960,387000,161630,27000.0,6.976744186046512,1.069767441860465
607259,4746 FANNO RIDGE LN NE SALEM OR 97305,2024-10-09,385000.0,99750,341260,441010,220390,-56010.0,-12.700392281354164,0.8729960771864583
522609,3749 48TH AVE NE SALEM OR 97305,2024-10-09,375000.0,97250,260480,357730,149600,17270.0,4.827663321499455,1.0482766332149946
332192,4908 HAYESVILLE PL NE SALEM OR 97305,2024-10-08,426000.0,137040,319230,456270,232020,-30270.0,-6.634229732395293,0.9336577026760471
608695,6692 NAOMI DANIELLE ST SE SALEM OR 97306,2024-10-08,670000.0,165000,501380,666380,341040,3620.0,0.543233590443891,1.0054323359044388
531898,768 BROWNING AVE S SALEM OR 97302,2024-10-08,385000.0,165000,203590,368590,178480,16410.0,4.4521012507121736,1.0445210125071218
596552,5230 WOODSCAPE DR SE SALEM OR 97306,2024-10-08,570000.0,184500,311280,495780,305690,74220.0,14.970349751906086,1.149703497519061
340272,3963 TAYSIDE ST S SALEM OR 97302,2024-10-08,605000.0,165000,586150,751150,381950,-146150.0,-19.456832856287026,0.8054316714371297
565924,6710 HUNTINGTON CIR SE SALEM OR 97306,2024-10-01,359000.0,88950,265140,354090,221240,4910.0,1.3866531107910418,1.0138665311079105
570693,3950 CROISAN MTN DR S SALEM OR 97302,2024-10-10,830000.0,133000,635240,768240,526820,61760.0,8.039154430907008,1.0803915443090701
345514,295 CHURCH ST SE 408 SALEM OR 97301,2024-10-10,335000.0,0,353290,353290,179500,-18290.0,-5.177050015567947,0.9482294998443205
567541,638 BREYS AVE NE SALEM OR 97301,2024-10-10,353500.0,134540,179270,313810,127130,39690.0,12.647780504126702,1.126477805041267
595668,2270 CENTER ST NE SALEM OR 97301,2024-10-10,352500.0,137040,190440,327480,170640,25020.0,7.640161231220227,1.0764016123122022
570614,3350 HUCKLEBERRY CT S SALEM OR 97302,2024-10-11,600000.0,165000,486410,651410,371890,-51410.0,-7.892110959303664,0.9210788904069633
590490,1693 SKYLINE WAY S SALEM OR 97306,2024-10-11,402000.0,165000,218160,383160,184530,18840.0,4.917005950516756,1.0491700595051676
585073,1410 HINES ST SE SALEM OR 97302,2024-10-11,225000.0,99750,153730,253480,72600,-28480.0,-11.235600441849455,0.8876439955815054
594094,2687 TAHOE AVE SE SALEM OR 97306,2024-10-11,485000.0,184500,293120,477620,279230,7380.0,1.5451614254009463,1.0154516142540095
560107,4173 SYLVIA ST SE SALEM OR 97317,2024-10-11,595000.0,171210,316530,487740,173010,107260.0,21.991224832902777,1.2199122483290277
607144,5452 49TH AVE NE SALEM OR 97305,2024-10-11,509900.0,137040,300020,437060,216680,72840.0,16.665903994874846,1.1666590399487484
602527,5235 PARKWAY DR NE SALEM OR 97305,2024-10-16,485000.0,144710,363120,507830,250100,-22830.0,-4.495598920898726,0.9550440107910128
595489,676 CHARLES AVE S SALEM OR 97302,2024-10-16,350000.0,165000,150530,315530,109640,34470.0,10.924476278008429,1.1092447627800843
603990,2029 STRONG RD SE SALEM OR 97302,2024-10-16,344900.0,95560,220820,316380,168990,28520.0,9.014476262722043,1.0901447626272205
326984,354 CIMARRON CT SE SALEM OR 97306,2024-10-15,479900.0,165000,354240,519240,272250,-39340.0,-7.5764579000077035,0.924235420999923
570354,1685 CAMBRIDGE DR SE SALEM OR 97302,2024-10-15,475000.0,184500,258680,443180,293040,31820.0,7.179926892007763,1.0717992689200777
604642,454 HIMALAYA ST NE SALEM OR 97301,2024-10-15,419995.0,137040,254640,391680,197440,28315.0,7.2291156045751634,1.0722911560457515
570504,885 SALEM HEIGHTS AVE S SALEM OR 97302,2024-10-17,535000.0,168000,330030,498030,249170,36970.0,7.423247595526374,1.0742324759552637
604641,463 GREENCREST ST NE SALEM OR 97301,2024-10-17,459995.0,137040,319930,456970,282110,3025.0,0.6619690570496969,1.006619690570497
583153,360 MYERS ST S SALEM OR 97302,2024-10-17,442909.0,120000,329530,449530,229980,-6621.0,-1.4728716659622272,0.9852712833403777
560118,4100 SYLVIA ST SE SALEM OR 97317,2024-10-17,375000.0,137040,224070,361110,165210,13890.0,3.8464733737642267,1.0384647337376423
609050,4821 OREGANO AVE NE SALEM OR 97301,2024-10-17,461760.0,137040,321780,458820,227740,2940.0,0.6407741598012292,1.0064077415980124
609044,4820 OREGANO AVE NE SALEM OR 97301,2024-10-15,435000.0,137040,271240,408280,202040,26720.0,6.544528264916234,1.0654452826491623
355079,6012 EAGLE DANCE ST S SALEM OR 97306,2024-10-15,510000.0,175000,373830,548830,286830,-38830.0,-7.075050562104841,0.9292494943789515
571392,1310 EMMONS ST NE SALEM OR 97301,2024-10-15,335000.0,137040,211270,348310,160720,-13310.0,-3.821308604404123,0.9617869139559587
588043,1450 CORINA DR SE SALEM OR 97302,2024-10-21,379000.0,184500,199250,383750,183070,-4750.0,-1.2377850162866448,0.9876221498371336
335757,4640 SOUTHAMPTON DR SE SALEM OR 97302,2024-10-21,525000.0,184500,380500,565000,374530,-40000.0,-7.079646017699115,0.9292035398230089
565677,1028 OAKHILL AVE SE SALEM OR 97302,2024-10-18,413400.0,184500,285820,470320,243580,-56920.0,-12.10239836706923,0.8789760163293077
607316,5618 JEREMY VALLEY DR SE SALEM OR 97306,2024-10-18,519756.0,165000,306550,471550,241970,48206.0,10.222881984943271,1.1022288198494328
578519,608 IRONWOOD DR SE SALEM OR 97306,2024-10-18,420000.0,165000,302070,467070,301150,-47070.0,-10.07771854325904,0.8992228145674096
329161,5177 MANGO AVE SE SALEM OR 97301,2024-10-18,330000.0,99750,243950,343700,173840,-13700.0,-3.9860343322665117,0.9601396566773349
567123,3190 BRENNA AVE NE SALEM OR 97301,2024-10-18,370000.0,137040,194370,331410,161330,38590.0,11.644186958752,1.11644186958752
571354,3666 MYRLA CT S SALEM OR 97302,2024-10-18,515000.0,165000,383070,548070,277820,-33070.0,-6.033900779097561,0.9396609922090244
605197,3391 DOUGHTON ST S SALEM OR 97302,2024-10-18,629950.0,165000,513580,678580,349720,-48630.0,-7.166435792389992,0.9283356420761001
593023,4583 20TH CT S SALEM OR 97302,2024-10-18,605000.0,165000,415370,580370,315760,24630.0,4.243844444061547,1.0424384444406154
579786,1325 18TH ST NE SALEM OR 97301,2024-10-18,298000.0,137040,117450,254490,112670,43510.0,17.0969389759912,1.170969389759912
341385,322 GADWALL AVE SE SALEM OR 97306,2024-10-22,500000.0,165000,322030,487030,272420,12970.0,2.663080303061413,1.0266308030306142
570653,2225 STARFLOWER CT S SALEM OR 97302,2024-10-22,720000.0,165000,670840,835840,437560,-115840.0,-13.859111791730475,0.8614088820826953
609041,4808 OREGANO AVE NE SALEM OR 97301,2024-10-22,433995.0,137040,271240,408280,202040,25715.0,6.298373665131772,1.0629837366513177
332040,3940 MUNKERS ST SE SALEM OR 97317,2024-10-24,560000.0,137040,527780,664820,330250,-104820.0,-15.766673686110527,0.8423332631388948
574728,2880 PARK AVE NE SALEM OR 97301,2024-10-24,445000.0,137040,262360,399400,174140,45600.0,11.4171256885328,1.114171256885328
609060,4836 PARSLEY AVE NE SALEM OR 97301,2024-10-28,425000.0,137040,309830,446870,221670,-21870.0,-4.894040772484168,0.9510595922751583
570743,2375 CRESTMONT CIR S SALEM OR 97302,2024-10-25,1100000.0,170250,869090,1039340,739300,60660.0,5.836396174495353,1.0583639617449536
522526,4045 SCHAFER RD NE SALEM OR 97305,2024-10-25,305000.0,134540,196640,331180,155540,-26180.0,-7.905066731082795,0.920949332689172
358862,5190 CONSTELLATION AVE NE SALEM OR 97305,2024-10-25,493000.0,137040,340390,477430,281850,15570.0,3.2612110675910606,1.0326121106759105
586731,855 SCEPTER CT NE SALEM OR 97301,2024-10-25,450000.0,137040,443490,580530,253000,-130530.0,-22.484626117513308,0.7751537388248669
576137,3075 EARHART ST S SALEM OR 97302,2024-10-25,324000.0,162500,132250,294750,116260,29250.0,9.923664122137405,1.099236641221374
323220,2645 HOLLYWOOD DR NE SALEM OR 97305,2024-10-25,525000.0,175010,393360,568370,297410,-43370.0,-7.630592747681968,0.9236940725231804
609052,4813 OREGANO AVE NE SALEM OR 97301,2024-10-25,487715.0,137040,344040,481080,239060,6635.0,1.3791884925584104,1.013791884925584
333415,4101 LARSON AVE SE SALEM OR 97317,2024-10-25,375000.0,137040,213920,350960,174280,24040.0,6.849783451105538,1.0684978345110554
334462,1689 BAXTER RD SE SALEM OR 97306,2024-10-25,429900.0,184500,255770,440270,233440,-10370.0,-2.355372839394008,0.9764462716060599
555080,4310 DURBIN AVE SE SALEM OR 97317,2024-10-29,365000.0,137040,222830,359870,159460,5130.0,1.4255147692222192,1.0142551476922221
595839,2975 WEDGEWOOD CT NE SALEM OR 97301,2024-10-29,369700.0,137040,213270,350310,162910,19390.0,5.5350974850846395,1.0553509748508465
609051,4817 OREGANO AVE NE SALEM OR 97301,2024-10-29,441720.0,137040,305140,442180,219280,-460.0,-0.10403003301822787,0.9989596996698177
565820,6589 FAIRWAY AVE SE SALEM OR 97306,2024-10-30,404900.0,88950,315320,404270,254310,630.0,0.1558364459395948,1.001558364459396
570190,2185 4TH ST NE SALEM OR 97301,2024-10-30,318900.0,97250,211580,308830,157030,10070.0,3.2606935854677332,1.0326069358546772
565225,4151 ALDERBROOK AVE SE SALEM OR 97302,2024-10-30,520409.0,165000,320670,485670,274860,34739.0,7.152799225811765,1.0715279922581176
590140,5338 LONE FIR AVE SE SALEM OR 97306,2024-10-30,420000.0,184500,190520,375020,189950,44980.0,11.994026985227455,1.1199402698522745
583823,810 ELECTRIC AVE SE SALEM OR 97302,2024-10-30,445000.0,184500,225930,410430,173650,34570.0,8.42287357162001,1.0842287357162002
585152,850 MARKET ST NE SALEM OR 97301,2024-10-30,356000.0,128000,236530,364530,171460,-8530.0,-2.3399994513483113,0.9766000054865169
555998,4819 NORTHSTAR CT NE SALEM OR 97305,2024-10-30,415000.0,137040,269230,406270,205190,8730.0,2.1488172889950032,1.02148817288995
578218,3861 ST ANDREWS LOOP S SALEM OR 97302,2024-10-31,789900.0,193250,584430,777680,507470,12220.0,1.5713403970784898,1.015713403970785
149804,548 IDYLWOOD DR SE SALEM OR 97302,2024-10-31,410000.0,165000,229900,394900,187980,15100.0,3.823752848822487,1.0382375284882248
608969,227 LOST LAKE ST NE SALEM OR 97301,2024-10-31,432995.0,137040,325750,462790,229760,-29795.0,-6.438125283605956,0.9356187471639404
594210,2913 BRIDGEPORT AVE SE SALEM OR 97306,2024-10-31,450000.0,184500,294050,478550,284020,-28550.0,-5.965938773377912,0.9403406122662209
592235,486 HOVENDEN CT SE SALEM OR 97302,2024-10-31,515000.0,165000,338440,503440,296210,11560.0,2.2962021293500716,1.0229620212935007
609025,147 LOST LAKE ST NE SALEM OR 97301,2024-10-31,399995.0,137040,254640,391680,193600,8315.0,2.122906454248366,1.0212290645424837
591604,1055 CEDAR WAY SE SALEM OR 97302,2024-10-31,397000.0,184500,182230,366730,149580,30270.0,8.25402884956235,1.0825402884956234
607140,5396 49TH AVE NE SALEM OR 97305,2024-10-31,479900.0,137040,301200,438240,217280,41660.0,9.506206644760862,1.0950620664476085
577418,3634 SCENIC VIEW DR SE SALEM OR 97302,2024-11-01,632000.0,165000,447020,612020,350830,19980.0,3.2645991961047027,1.0326459919610471
588748,4758 CASTLE DR NE SALEM OR 97301,2024-11-01,365000.0,137040,214020,351060,152130,13940.0,3.9708311969463908,1.039708311969464
580915,3245 SUMAC DR S SALEM OR 97302,2024-11-01,852000.0,168000,554550,722550,409170,129450.0,17.915715175420384,1.1791571517542039
335598,2071 MISTYMORNING AVE SE SALEM OR 97306,2024-11-01,524500.0,184500,404140,588640,303010,-64140.0,-10.89630334329981,0.8910369665670019
549634,4813 SETTLERS DR NE SALEM OR 97305,2024-11-06,403550.0,137040,246430,383470,195000,20080.0,5.23639398127624,1.0523639398127624
607305,5667 JEREMY VALLEY DR SE SALEM OR 97306,2024-11-05,559400.0,165000,399400,564400,289180,-5000.0,-0.885896527285613,0.9911410347271439
582911,3667 SHORT ST SE SALEM OR 97302,2024-11-05,367000.0,184500,173980,358480,150710,8520.0,2.376701629100647,1.0237670162910064
607272,4736 SUGARLOAF LN NE SALEM OR 97305,2024-11-05,450000.0,99750,414220,513970,257490,-63970.0,-12.44625172675448,0.8755374827324552
593977,4812 DAKOTA RD SE SALEM OR 97302,2024-10-23,436700.0,162500,274790,437290,221640,-590.0,-0.13492190537172127,0.9986507809462828
573139,172 SALEM HEIGHTS AVE S SALEM OR 97302,2024-11-13,700000.0,160000,480100,640100,286940,59900.0,9.35791282612092,1.0935791282612093
608974,4831 PARSLEY AVE NE SALEM OR 97301,2024-10-23,425000.0,137040,309830,446870,221670,-21870.0,-4.894040772484168,0.9510595922751583
607195,5648 49TH AVE NE SALEM OR 97305,2024-11-07,550000.0,137040,365850,502890,250150,47110.0,9.367853805007059,1.0936785380500706
607179,4853 FLAG AVE NE SALEM OR 97305,2024-11-07,504995.0,137040,388590,525630,261710,-20635.0,-3.925765272149611,0.9607423472785039
326991,383 CIMARRON CT SE SALEM OR 97306,2024-11-07,495000.0,165000,342280,507280,271890,-12280.0,-2.420753824317931,0.9757924617568207
609022,171 LOST LAKE ST NE SALEM OR 97301,2024-11-07,404995.0,137040,254640,391680,193600,13315.0,3.399458741830065,1.0339945874183007
609099,6943 TALLOC AVE SE SALEM OR 97306,2024-11-07,791816.0,175000,564110,739110,375820,52706.0,7.131008916128858,1.0713100891612886
585314,4175 OAKMAN ST S SALEM OR 97302,2024-11-13,455000.0,165000,275500,440500,228680,14500.0,3.2917139614074915,1.0329171396140748
608978,4815 PARSLEY AVE NE SALEM OR 97301,2024-11-13,429000.0,137040,310620,447660,222070,-18660.0,-4.168342045302238,0.9583165795469776
572253,1765 B ST NE SALEM OR 97301,2024-11-13,367000.0,137040,266730,403770,205040,-36770.0,-9.10666963865567,0.9089333036134433
580689,405 MADRONA AVE SE # 1 SALEM OR 97302,2024-11-13,225500.0,0,183970,183970,78570,41530.0,22.57433277164755,1.2257433277164755
580212,1104 CAYUSE CIR SE SALEM OR 97306,2024-11-13,455000.0,142500,263320,405820,190300,49180.0,12.11867330343502,1.1211867330343501
609024,155 LOST LAKE ST NE SALEM OR 97301,2024-11-13,424995.0,137040,305140,442180,219280,-17185.0,-3.886426342213578,0.9611357365778642
609026,139 LOST LAKE ST NE SALEM OR 97301,2024-11-13,424995.0,137040,305140,442180,219280,-17185.0,-3.886426342213578,0.9611357365778642
526297,2243 LANSING AVE NE SALEM OR 97301,2024-11-12,403000.0,137040,186910,323950,147880,79050.0,24.401913875598087,1.244019138755981
338178,3850 ABERDEEN ST S SALEM OR 97302,2024-11-15,655000.0,165000,650200,815200,442220,-160200.0,-19.65161923454367,0.8034838076545633
571417,4545 SWALLOW CT NE SALEM OR 97301,2024-11-18,419000.0,137040,236290,373330,149960,45670.0,12.233144938794096,1.122331449387941
609020,187 LOST LAKE ST NE SALEM OR 97301,2024-11-18,417995.0,137040,297970,435010,215630,-17015.0,-3.9114043355325165,0.9608859566446748
609029,110 LOST LAKE ST NE SALEM OR 97301,2024-11-18,486995.0,137040,344040,481080,239060,5915.0,1.2295252348881685,1.0122952523488817
590388,2460 ADAMS ST SE SALEM OR 97301,2024-11-18,370000.0,99750,233300,333050,153910,36950.0,11.094430265725867,1.1109443026572587
331845,5024 ORION AVE NE SALEM OR 97305,2024-11-18,220000.0,156210,0,156210,78990,63790.0,40.83605402983164,1.4083605402983164
606610,703 JORDAN ELIZABETH AVE SE SALEM OR 97306,2024-11-18,825000.0,165000,809790,974790,500340,-149790.0,-15.366386606345984,0.8463361339365402
583118,155 WASHINGTON ST S SALEM OR 97302,2024-11-18,504994.0,120000,273320,393320,244120,111674.0,28.392657378216214,1.2839265737821621
609056,4812 PARSLEY AVE NE SALEM OR 97301,2024-11-15,427995.0,137040,305620,442660,219520,-14665.0,-3.3129263994939686,0.9668707360050603
572637,940 SALEM HEIGHTS AVE S SALEM OR 97302,2024-11-15,521000.0,168000,336940,504940,242290,16060.0,3.18057591000911,1.031805759100091
580611,5414 SEEGER LN SE SALEM OR 97306,2024-11-15,410000.0,165000,315790,480790,260480,-70790.0,-14.723683936853929,0.8527631606314607
605210,3267 EARHART ST S SALEM OR 97302,2024-11-15,610000.0,165000,568250,733250,350810,-123250.0,-16.80872826457552,0.8319127173542448
596930,1125 LEWIS ST SE SALEM OR 97302,2024-11-15,332900.0,184500,112580,297080,87650,35820.0,12.057358287330013,1.1205735828733001
590069,820 FAIRVIEW AVE SE # 2 SALEM OR 97302,2024-11-15,249900.0,0,235570,235570,128100,14330.0,6.083117544678864,1.0608311754467887
583544,2320 ELECTRIC ST SE SALEM OR 97302,2024-11-15,366500.0,99750,175070,274820,114130,91680.0,33.360017465977734,1.3336001746597772
607147,5494 49TH AVE NE SALEM OR 97305,2024-11-15,499900.0,137040,300020,437060,216680,62840.0,14.377888619411522,1.1437788861941152
559481,828 SHAWNEE DR SE SALEM OR 97317,2024-11-20,399000.0,137040,267120,404160,167490,-5160.0,-1.2767220902612826,0.9872327790973872
588431,1894 32ND AVE NE SALEM OR 97301,2024-11-20,415000.0,137040,323290,460330,235820,-45330.0,-9.847283470553734,0.9015271652944626
338445,1323 ALPINE LAKES ST SE SALEM OR 97317,2024-11-20,443000.0,137040,405500,542540,268490,-99540.0,-18.347034320050135,0.8165296567994986
595501,675 CHARLES AVE S SALEM OR 97302,2024-11-20,349000.0,165000,129540,294540,110540,54460.0,18.489848577442793,1.184898485774428
600606,5761 SPRINGWOOD AVE SE SALEM OR 97306,2024-11-04,505000.0,165000,322800,487800,263290,17200.0,3.5260352603526037,1.035260352603526
583644,1835 HIGH ST SE SALEM OR 97302,2024-11-21,440000.0,184500,229140,413640,199890,26360.0,6.372691229088096,1.063726912290881
571938,2415 CHURCH ST NE SALEM OR 97301,2024-11-21,366000.0,99750,301140,400890,231610,-34890.0,-8.7031355234603,0.912968644765397
607192,5606 49TH AVE NE SALEM OR 97305,2024-11-21,550000.0,137040,370420,507460,252470,42540.0,8.38292673314153,1.0838292673314154
576230,3215 ARGYLE DR S SALEM OR 97302,2024-11-08,370000.0,165000,206280,371280,186210,-1280.0,-0.3447532859297565,0.9965524671407024
565846,6775 CONTINENTAL CIR SE SALEM OR 97306,2024-11-08,360000.0,88950,288400,377350,237070,-17350.0,-4.5978534517026635,0.9540214654829734
609043,4816 OREGANO AVE NE SALEM OR 97301,2024-11-08,414995.0,137040,254640,391680,193600,23315.0,5.952563316993464,1.0595256331699345
570980,3419 ARBON ST NE SALEM OR 97301,2024-11-08,215000.0,137040,152830,289870,126800,-74870.0,-25.828819815779486,0.7417118018422051
570988,3860 STANLEY LN S SALEM OR 97302,2024-11-08,605000.0,168000,334310,502310,243870,102690.0,20.443550795325596,1.204435507953256
595040,1830 HIGH ST SE SALEM OR 97302,2024-11-08,435000.0,197500,279920,477420,242760,-42420.0,-8.88525826316451,0.9111474173683549
585238,1540 21ST ST NE SALEM OR 97301,2024-11-08,415000.0,134540,328290,462830,193360,-47830.0,-10.334247996024457,0.8966575200397554
609036,4821 CHIVE AVE NE SALEM OR 97301,2024-11-25,414995.0,137040,254640,391680,193600,23315.0,5.952563316993464,1.0595256331699345
548481,4131 GLENDALE AVE NE SALEM OR 97305,2024-11-25,435000.0,146530,287200,433730,198000,1270.0,0.2928088903234731,1.0029280889032348
581404,347 MIZE RD SE SALEM OR 97302,2024-11-25,372000.0,168000,220010,388010,193480,-16010.0,-4.1261823148887915,0.9587381768511121
577630,1329 HILLENDALE DR SE SALEM OR 97302,2024-11-25,521900.0,184500,348410,532910,246680,-11010.0,-2.06601489932634,0.9793398510067366
604648,442 GREENCREST ST NE SALEM OR 97301,2024-11-25,425000.0,137040,273010,410050,252740,14950.0,3.6458968418485553,1.0364589684184855
344786,5718 JOYNAK ST S SALEM OR 97306,2024-11-22,385000.0,86450,281300,367750,209140,17250.0,4.6906866077498295,1.0469068660774983
358848,5038 CONSTELLATION AVE NE SALEM OR 97305,2024-11-22,469000.0,137040,338640,475680,280940,-6680.0,-1.4043054154053145,0.9859569458459468
593291,4925 CENTURIAN CT S SALEM OR 97302,2024-11-22,428200.0,165000,345590,510590,286220,-82390.0,-16.136234552184728,0.8386376544781527
609598,137 GREENCREST ST NE SALEM OR 97301,2024-11-26,441900.0,137040,310970,448010,227820,-6110.0,-1.3638088435525992,0.9863619115644741
527184,942 EDINA LN NE SALEM OR 97301,2024-11-26,475000.0,154130,319530,473660,207460,1340.0,0.2829033483933623,1.0028290334839336
543911,3431 AUGUSTA NATIONAL DR S SALEM OR 97302,2024-11-27,670000.0,0,745110,745110,340100,-75110.0,-10.080390814779026,0.8991960918522097
325707,3016 MOORELAND AVE NE SALEM OR 97305,2024-11-27,383000.0,137040,218530,355570,178210,27430.0,7.714374103552044,1.0771437410355205
609053,4809 OREGANO AVE NE SALEM OR 97301,2024-11-27,434995.0,137040,305140,442180,219280,-7185.0,-1.624903885295581,0.9837509611470442
577346,1045 PINE ST NE SALEM OR 97301,2024-11-27,294900.0,99750,173110,272860,117170,22040.0,8.077402330865645,1.0807740233086565
609027,131 LOST LAKE ST NE SALEM OR 97301,2024-11-27,409995.0,137040,293800,430840,213510,-20845.0,-4.838223006220407,0.9516177699377959
585103,1245 16TH ST SE SALEM OR 97302,2024-11-27,307000.0,99750,176090,275840,86360,31160.0,11.296403712296984,1.1129640371229699
573683,2714 FLORENCE AVE NE SALEM OR 97301,2024-11-27,400000.0,137040,256490,393530,173960,6470.0,1.6440932076334716,1.0164409320763348
609021,179 LOST LAKE ST NE SALEM OR 97301,2024-11-27,419995.0,137040,305140,442180,219280,-22185.0,-5.017187570672577,0.9498281242932742
567450,730 THOMPSON AVE NE SALEM OR 97301,2024-11-27,330000.0,137040,156480,293520,121410,36480.0,12.428454619787408,1.124284546197874
592605,547 JOHNSON ST NE SALEM OR 97301,2024-11-27,380000.0,99750,367740,467490,198710,-87490.0,-18.714838820081713,0.8128516117991829
526807,945 15TH ST NE SALEM OR 97301,2024-12-02,335000.0,137040,190500,327540,143000,7460.0,2.277584417170422,1.0227758441717043
555655,4689 INDIANA AVE NE SALEM OR 97305,2024-12-02,450000.0,137040,262770,399810,185860,50190.0,12.553462894875064,1.1255346289487507
553606,4104 CAROLINA AVE NE SALEM OR 97305,2024-12-02,365000.0,137040,199320,336360,166710,28640.0,8.51468664526103,1.0851468664526103
557998,4664 IVORY WAY NE SALEM OR 97305,2024-12-03,445000.0,137040,372630,509670,235800,-64670.0,-12.688602429022703,0.873113975709773
342140,5924 BELKNAP SPRINGS ST SE SALEM OR 97306,2024-12-03,338000.0,96060,255280,351340,208700,-13340.0,-3.7968918995844483,0.9620310810041555
341042,2145 AUDUBON AVE SE SALEM OR 97302,2024-12-03,349900.0,125820,274530,400350,194660,-50450.0,-12.601473710503312,0.8739852628949669
582826,1290 MADRONA AVE SE SALEM OR 97302,2024-12-03,375000.0,184500,235390,419890,210220,-44890.0,-10.69089523446617,0.8930910476553383
